@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_total real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
0,56.3,41.9,1.8,?,54.0,39.9,1.7,?,?,?,?,?,0.2,93.9,?,0.1,?,?,1.5,0.0,0.1,?,95.7,0.0,?,?,0.0,3.6,?,0.0,96.5,?,?,?,?,?,0.0,1.5,40.0,?,13.4,5.3,1.7,1.5,?,?,?,?,19.1,?,?,?,?,1.5,?,71.9,14.5,?,0.2,0.0,0.5,?,0.7,24.0,?,0.5,2.5,?,0.2,0.8,6.6,?,35.9,?,?,?,0.1,?,0.1,?,0.5,5.1,?,?,?,?,?,?,?,?,?,?,?,?,?,5.8,93.7,?,?,?,?,0.1,?,0.0,0.0,?,0.1,98.3,42.9,55.4,?,0.7,1.0,?,43.6,?,7.3,?,?,?,?,0.6,53.0,?,0.9,0.3,40.3,3.8,?,?,?,0.0,?,?,?,41.9,1.8,?,54.0,39.9,1.7,4.4,?
?,56.7,41.6,1.7,95.6,54.3,?,?,4.4,2.4,1.9,0.1,3.3,0.2,?,?,?,0.1,1.4,3.3,?,?,0.2,?,?,?,?,?,?,?,?,?,0.0,0.3,?,?,?,?,?,39.0,?,13.7,5.7,1.9,1.9,5.0,12.9,?,19.1,19.2,26.6,3.3,?,3.9,1.8,12.1,71.8,?,1.6,0.2,?,?,?,?,23.3,?,?,2.3,?,0.2,?,9.4,?,34.6,40.3,55.6,?,0.1,?,0.1,14.2,?,?,2.1,?,2.5,?,0.0,0.1,?,0.5,?,?,2.5,?,0.9,7.8,91.3,93.9,?,?,0.0,?,3.5,?,?,?,?,?,44.8,?,1.7,?,?,?,?,6.5,?,0.3,?,0.9,?,0.8,52.9,?,1.3,0.7,38.7,6.8,89.8,?,3.3,0.0,0.0,?,56.7,?,?,?,?,39.7,1.7,?,?
2,61.0,37.8,?,95.3,?,?,?,4.7,?,?,?,?,?,?,0.7,0.3,0.6,?,?,?,?,0.1,?,?,0.4,0.2,?,?,0.5,?,?,?,1.8,0.1,39.2,?,?,1.2,27.5,?,?,?,?,?,?,11.0,?,?,?,22.4,4.5,?,24.6,?,16.7,?,?,2.0,0.5,0.2,?,12.8,?,?,?,3.3,0.0,?,?,0.3,?,?,?,85.0,?,?,?,?,0.1,42.2,1.6,39.1,?,?,?,?,0.2,0.0,?,0.3,57.5,?,?,57.5,?,29.8,?,66.3,?,?,0.3,1.9,30.2,?,?,0.0,?,?,65.6,?,?,?,?,?,56.3,6.5,49.5,?,?,1.8,52.2,3.4,?,29.6,?,?,21.6,40.1,56.4,3.3,3.3,?,0.2,100.0,?,?,?,95.3,?,36.8,?,4.7,3.8
0,37.8,57.4,4.8,96.8,?,55.6,?,3.2,?,?,0.1,?,0.3,?,?,0.1,0.3,?,8.0,0.1,?,?,80.2,0.1,?,?,?,14.0,0.2,0.0,90.1,?,0.4,0.6,8.4,?,?,?,?,?,?,2.9,?,0.8,?,17.3,15.9,21.8,17.6,18.3,1.6,95.1,?,?,?,?,?,?,0.1,?,2.3,8.4,0.4,9.2,61.2,16.6,?,?,?,?,9.9,65.1,?,80.0,19.6,0.1,?,0.0,0.1,?,?,?,1.0,1.3,?,?,0.0,0.0,87.0,?,?,?,2.6,?,?,?,?,?,?,0.9,0.5,?,?,?,?,0.0,0.1,92.5,?,?,?,?,4.0,?,?,?,?,?,1.9,?,18.8,?,62.8,?,?,0.8,?,18.3,?,5.2,?,0.4,?,?,?,57.4,4.8,96.8,36.4,55.6,?,3.2,1.4
?,?,?,4.6,?,39.2,?,4.5,?,1.7,?,0.1,5.4,0.3,77.5,?,0.2,?,?,?,0.1,?,0.1,74.8,?,3.0,1.2,?,19.7,0.3,?,?,0.1,0.5,?,14.1,?,?,?,54.6,?,?,?,?,?,7.3,16.4,?,22.0,?,18.6,?,91.8,?,?,?,?,9.8,?,0.2,0.1,?,13.0,?,?,53.6,?,0.3,?,0.5,0.3,15.9,?,?,82.2,?,0.1,?,?,?,?,1.1,14.7,?,?,?,?,0.0,?,80.7,0.5,80.2,?,?,86.0,?,?,77.8,?,0.9,?,0.9,0.4,?,?,0.4,?,?,?,?,57.0,6.6,3.0,?,0.2,?,?,?,0.9,2.9,1.5,?,?,?,?,1.7,?,?,23.5,71.3,5.1,?,?,0.2,?,?,?,4.6,?,39.2,?,?,3.4,1.7
?,59.2,37.8,?,?,?,?,?,4.5,?,1.2,?,5.0,?,?,?,?,?,13.5,?,?,1.1,0.1,42.4,0.0,?,0.9,?,53.4,0.8,?,42.7,0.1,1.1,?,?,5.7,0.1,1.3,?,31.4,?,7.6,?,3.4,?,11.3,15.1,23.5,18.8,20.5,?,72.2,?,4.2,?,?,?,2.6,?,?,?,?,?,2.2,8.6,?,0.0,?,0.1,?,?,?,?,95.6,4.0,?,0.1,0.1,?,57.3,3.6,?,?,?,0.3,?,?,?,42.7,?,?,45.8,13.0,41.2,?,?,?,52.6,?,?,3.7,?,39.4,0.2,0.1,?,0.4,97.2,?,?,?,?,1.3,0.4,?,15.4,61.9,3.6,9.0,?,?,4.5,?,32.6,5.3,?,15.0,?,?,?,3.3,0.8,0.3,100.0,?,37.8,?,?,?,?,?,?,3.2
0,42.4,?,3.2,?,?,?,3.2,?,1.0,0.8,0.0,?,?,83.1,?,?,?,?,?,0.2,?,0.1,79.9,0.2,0.4,0.2,?,?,?,?,90.5,?,?,0.2,8.8,?,?,2.0,?,?,10.5,?,?,1.2,7.0,?,?,?,17.7,22.4,2.1,95.4,2.0,2.5,?,75.2,9.2,?,?,0.0,3.4,?,?,?,62.1,1.9,1.0,2.2,?,?,?,?,31.8,62.6,?,?,?,?,?,11.9,?,?,?,1.2,?,?,?,0.1,88.1,0.3,87.9,?,2.1,94.8,?,8.8,90.1,93.5,0.7,?,?,0.1,?,0.1,?,?,0.1,94.4,?,?,5.6,2.1,?,?,?,8.2,16.3,0.2,?,0.7,13.8,0.8,?,?,?,0.4,?,18.2,?,?,?,0.5,0.2,?,?,54.4,3.2,?,41.4,?,3.2,?,?
1,51.5,45.8,2.6,97.8,?,?,?,2.2,1.4,?,?,6.3,?,?,?,?,0.7,10.3,?,?,?,0.1,63.4,?,0.4,?,0.0,?,?,?,?,?,?,0.3,?,?,0.0,?,40.3,?,?,?,1.7,?,?,?,?,21.2,?,?,2.6,84.0,?,?,13.5,75.4,9.5,1.4,?,0.0,15.6,5.9,1.8,?,47.7,?,0.7,1.7,?,0.7,?,48.7,25.4,?,23.6,?,0.2,?,0.2,?,7.0,17.3,1.3,1.3,1.0,0.1,?,?,71.9,0.4,71.5,18.6,5.8,?,?,20.7,72.4,?,0.6,0.5,10.4,0.4,15.6,?,0.1,0.0,0.1,?,?,?,?,1.8,?,0.1,?,?,34.6,1.6,?,?,?,2.2,?,?,3.1,4.3,?,34.5,?,?,?,0.4,0.4,?,?,?,2.6,?,50.1,45.0,?,?,?
2,68.7,29.7,?,?,66.5,28.9,?,3.0,?,0.8,?,4.0,?,32.3,0.8,?,1.1,?,36.7,?,0.6,0.2,32.5,?,0.3,?,0.1,?,?,?,31.9,?,0.6,0.6,?,?,0.1,1.2,?,35.6,22.8,?,?,2.4,?,9.9,14.6,?,20.5,?,3.5,62.4,26.6,?,12.0,?,?,?,?,?,38.4,?,2.0,16.2,20.6,9.5,?,?,?,?,53.4,?,13.5,?,6.9,0.1,0.2,?,0.1,?,?,36.2,?,?,?,0.1,0.0,?,?,?,40.8,47.5,?,39.7,17.7,?,39.2,29.8,0.6,?,?,?,?,2.3,0.1,?,?,?,?,?,?,?,2.2,0.2,?,?,69.1,?,?,2.9,?,4.8,?,42.8,?,11.6,9.5,65.3,?,?,?,?,?,100.0,?,?,?,97.0,?,28.9,?,?,2.2
?,35.4,?,5.6,97.4,34.0,?,?,2.6,1.3,?,0.1,7.9,0.5,71.3,0.8,?,?,?,13.7,?,?,0.1,?,0.1,?,?,?,28.0,?,0.1,82.0,?,0.5,?,14.4,0.1,0.0,1.7,?,?,?,3.8,?,?,6.5,?,13.0,19.2,18.7,?,?,?,?,?,13.1,?,?,1.9,0.4,?,3.0,5.5,0.6,?,?,?,0.0,?,0.1,0.1,?,62.6,?,89.1,?,0.1,?,?,?,?,0.5,8.1,0.7,0.8,?,0.0,?,?,89.0,0.4,?,?,?,93.8,1.5,8.5,?,92.6,?,3.9,?,0.1,?,?,?,?,0.1,?,?,59.7,?,?,?,0.1,27.3,6.0,?,0.2,1.8,?,?,?,59.8,?,?,0.4,30.9,?,?,7.0,?,0.8,0.2,100.0,?,59.0,5.6,?,?,57.8,5.6,?,?
?,?,?,5.4,?,?,55.8,?,?,1.7,1.3,0.1,?,?,?,?,?,0.6,5.4,?,?,1.1,0.1,60.9,?,3.4,2.1,0.0,31.2,0.9,0.1,?,?,?,?,18.0,?,?,1.7,49.3,32.2,?,4.4,?,?,6.5,?,13.0,19.4,?,?,?,94.9,2.5,?,13.3,74.0,10.2,2.0,0.4,?,5.4,8.2,?,5.1,72.6,7.8,0.0,?,?,?,?,60.5,24.0,?,9.6,0.1,?,0.1,0.3,?,?,?,0.8,0.9,?,?,0.0,?,84.8,0.4,?,7.2,?,89.6,?,10.9,?,?,1.1,?,?,?,?,0.1,?,?,0.1,89.8,32.6,?,?,3.6,?,?,29.8,?,33.6,?,2.4,1.2,?,?,?,?,?,?,29.3,?,56.7,7.0,6.2,0.8,0.3,100.0,37.5,?,?,?,?,?,5.3,?,?
2,?,?,3.8,?,?,?,?,?,4.7,2.2,?,8.8,?,?,0.9,?,1.0,9.8,?,?,?,?,?,?,?,2.7,?,?,2.1,0.2,?,0.0,0.7,?,43.1,2.5,0.0,?,?,?,15.1,8.0,3.1,?,?,?,?,20.9,?,24.3,?,?,?,?,14.5,69.6,?,3.0,?,0.2,?,?,?,?,?,15.2,?,0.2,0.1,0.2,?,46.0,?,?,?,0.0,?,?,0.2,?,?,?,?,?,?,0.2,0.0,0.0,55.6,0.5,?,?,7.4,60.3,14.9,?,?,?,?,?,0.7,?,?,?,0.1,0.0,?,94.5,?,40.1,?,2.1,?,?,47.5,9.9,?,2.0,?,2.3,?,2.1,?,?,?,?,?,?,32.8,?,6.2,?,?,?,?,43.8,3.8,?,47.6,?,3.8,7.0,?
?,?,59.1,5.2,?,?,57.9,?,2.4,1.1,1.2,0.1,8.6,0.4,?,0.3,?,0.3,0.7,8.9,0.1,1.7,0.2,70.5,?,?,?,0.0,?,0.5,?,89.0,?,0.6,?,?,0.2,0.0,1.8,48.6,?,10.2,?,?,1.1,?,14.8,14.3,?,?,?,3.5,96.4,1.3,?,13.1,?,8.6,?,0.3,?,5.0,?,0.7,?,68.0,4.8,?,?,0.2,0.4,?,?,30.9,81.3,17.4,?,0.1,0.1,?,16.6,0.4,?,4.7,?,?,?,0.0,?,83.4,0.4,?,?,?,92.5,?,?,?,91.2,?,5.6,0.1,?,1.5,?,?,?,0.1,94.5,48.2,46.3,?,2.4,3.0,?,37.5,?,20.5,?,?,0.9,?,?,?,?,?,?,?,25.5,?,?,6.6,?,?,100.0,35.7,?,?,97.6,?,?,?,?,1.1
?,?,53.8,4.7,97.4,40.0,52.7,?,2.6,?,1.1,0.1,8.1,0.5,?,?,0.4,0.4,?,?,0.1,1.6,0.2,?,?,?,?,?,?,?,0.1,?,0.1,?,?,16.7,?,0.0,1.8,43.9,32.6,?,5.6,?,?,6.0,13.7,14.3,19.3,?,?,4.0,?,6.1,2.8,?,?,?,?,?,0.1,16.1,8.6,?,10.9,?,?,?,0.5,0.2,0.4,?,?,?,84.4,14.5,?,0.1,0.1,?,27.8,?,?,?,1.6,1.5,?,0.0,0.1,?,?,?,?,?,?,5.9,?,?,80.5,1.0,4.4,?,?,?,0.1,0.1,?,0.2,?,54.0,?,4.6,2.0,2.6,?,41.9,15.0,?,?,?,1.5,?,1.8,?,13.8,2.1,?,30.4,34.9,?,7.1,6.2,?,0.3,?,?,53.8,4.7,?,40.0,52.7,4.7,2.6,?
?,60.9,?,?,?,?,35.1,3.0,3.5,2.5,?,0.0,6.7,?,?,1.3,?,0.8,5.0,?,?,1.0,?,29.6,?,?,1.1,0.1,?,?,?,?,0.1,?,?,45.0,16.7,?,?,27.9,30.8,?,?,4.0,5.1,?,9.9,?,?,19.5,22.9,5.8,73.2,22.5,?,13.2,71.1,?,?,?,0.2,?,?,?,?,?,13.3,0.0,0.1,?,?,?,?,10.6,?,?,?,?,0.1,0.2,?,3.2,?,?,?,?,?,?,?,?,?,?,57.8,13.7,28.6,?,?,?,?,?,0.4,1.5,2.0,?,0.1,0.1,0.0,0.3,?,73.6,?,?,0.7,?,?,?,25.3,?,?,9.6,3.6,?,?,60.1,38.8,?,?,12.3,66.8,27.4,?,4.6,0.7,?,?,60.9,?,3.1,96.5,58.4,35.1,?,?,2.5
0,?,60.9,6.2,?,31.7,59.3,6.2,?,1.2,?,0.1,?,1.1,?,?,0.2,?,0.2,12.0,0.0,?,0.1,?,?,?,?,?,?,?,0.1,92.2,?,?,1.8,?,0.2,?,?,44.5,?,?,4.8,?,?,5.3,?,?,18.0,?,?,4.7,97.2,0.8,?,10.9,?,12.1,?,?,?,?,?,0.6,?,77.3,?,?,0.8,0.4,0.1,9.3,64.4,26.4,?,?,?,0.1,?,0.2,?,0.3,?,?,0.8,?,0.0,?,?,?,?,?,?,2.8,?,0.7,8.4,?,?,1.0,?,0.0,?,0.7,0.1,?,0.0,?,95.9,?,?,3.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27.7,?,7.6,6.3,?,?,?,?,?,6.2,?,?,59.3,?,?,1.2
1,35.5,58.4,?,?,?,?,6.0,3.0,1.4,?,0.1,8.3,1.1,74.3,?,?,0.2,?,15.1,0.0,?,?,?,?,2.1,?,0.0,28.7,?,?,87.9,0.1,?,3.2,?,0.7,?,2.3,43.7,?,11.7,5.2,?,1.8,5.5,13.8,?,18.3,?,25.5,?,?,?,2.1,11.4,73.4,11.9,2.7,0.5,0.1,?,7.9,?,?,?,5.9,?,0.7,0.3,?,?,62.0,?,85.2,12.9,1.5,0.1,0.1,0.2,13.2,?,?,?,0.7,1.6,0.1,?,0.0,86.8,?,?,?,?,89.8,?,13.8,?,87.5,1.0,?,?,0.4,?,0.1,?,0.0,?,?,?,?,3.9,?,?,0.2,66.1,?,?,?,1.3,?,22.6,?,?,9.9,?,?,34.8,?,?,7.8,?,?,?,?,35.5,58.4,6.1,?,?,56.9,6.0,3.0,?
2,?,36.7,5.1,?,?,35.6,?,?,?,1.0,?,9.4,?,43.6,0.5,0.2,?,?,?,0.0,?,0.1,38.7,0.9,0.8,1.6,0.0,53.5,?,0.1,?,0.0,0.4,?,29.2,4.9,?,?,?,?,?,8.0,?,?,?,?,12.6,?,19.9,?,5.3,?,?,?,?,?,10.4,2.6,0.6,?,?,38.0,?,0.8,20.5,?,?,?,0.0,0.2,?,40.9,13.6,?,?,0.0,0.2,0.1,0.4,49.5,?,?,?,?,?,?,?,?,50.5,0.4,?,?,12.8,?,6.9,61.4,31.7,?,?,0.5,0.1,2.4,?,?,0.0,0.0,?,95.9,?,?,?,1.2,2.6,?,?,?,51.0,?,?,?,47.5,?,?,?,3.8,?,23.3,55.3,?,9.6,7.0,?,0.1,?,58.2,36.7,?,?,54.7,35.6,5.0,?,3.5
?,?,47.7,3.4,95.0,?,45.2,3.3,5.0,?,?,0.1,?,1.0,?,?,?,0.2,0.6,8.7,0.1,0.9,?,?,?,1.3,1.1,?,15.5,?,0.1,?,?,0.3,?,4.8,?,?,0.9,26.8,38.5,?,?,?,?,?,10.0,?,17.8,?,?,?,?,2.0,2.7,11.9,65.7,?,4.2,?,0.2,3.3,?,0.8,9.5,74.0,?,0.1,0.1,?,0.0,?,66.3,22.5,85.6,13.5,0.4,0.2,?,0.2,?,0.6,?,?,?,?,0.0,?,0.1,81.5,0.2,?,?,4.0,?,2.4,?,88.2,?,?,?,0.2,0.2,1.2,0.1,?,0.0,?,?,61.8,33.9,4.1,?,2.5,?,?,10.5,?,?,?,2.1,?,1.4,73.4,?,0.7,?,20.2,17.5,?,6.1,5.6,?,0.1,100.0,48.9,47.7,?,95.0,46.5,?,?,5.0,?
?,?,44.9,?,94.9,49.2,?,?,?,?,2.3,?,?,?,?,0.4,0.1,?,1.1,15.1,?,?,0.2,71.6,0.1,?,?,0.0,24.6,?,0.1,76.0,?,?,?,?,?,0.1,0.9,?,38.0,?,8.9,?,?,?,?,?,18.9,?,26.8,?,?,?,?,12.5,?,?,?,?,?,14.3,8.8,0.8,8.3,?,?,0.1,?,0.0,0.2,17.2,?,20.8,?,?,?,0.2,0.1,0.2,?,1.0,14.4,3.3,3.2,3.0,?,0.0,?,?,?,73.4,?,6.2,?,?,19.2,?,88.4,?,?,0.9,?,?,?,0.0,0.0,?,95.9,64.3,31.7,?,?,2.4,0.2,69.2,?,?,0.7,3.1,2.3,27.7,?,71.5,14.1,?,?,?,?,67.6,?,5.4,?,?,100.0,51.9,44.9,3.2,?,?,?,?,5.1,2.7
2,?,?,2.5,94.7,?,31.1,?,5.3,3.6,1.6,?,?,?,43.6,?,?,?,3.3,?,0.3,0.9,0.3,31.8,0.1,?,0.6,?,?,1.3,0.2,?,0.1,?,?,?,14.0,?,0.7,?,?,18.5,9.9,3.5,?,?,?,?,23.7,?,?,?,79.2,?,4.2,15.4,?,11.4,2.7,0.6,?,?,?,0.8,?,15.0,?,?,0.0,0.0,?,?,43.6,?,94.8,?,?,?,?,0.2,?,2.7,?,1.2,1.1,?,0.2,0.0,?,?,?,38.8,?,?,?,8.8,61.9,?,52.1,0.6,0.4,?,2.4,?,?,?,?,?,96.6,74.8,21.8,3.0,1.2,?,?,?,?,?,?,7.7,?,48.7,6.3,63.3,?,?,?,?,?,?,?,4.5,0.7,0.5,?,?,32.8,?,94.7,61.1,?,2.4,5.3,?
0,?,52.4,?,95.2,40.2,50.0,4.9,?,2.3,?,?,?,0.6,73.0,0.7,?,?,1.0,16.0,?,1.1,0.1,?,?,?,?,?,27.3,?,?,77.9,?,?,9.1,11.5,?,0.0,?,?,36.5,?,?,3.4,?,5.4,?,?,18.8,21.0,27.0,6.7,94.3,1.9,3.9,?,?,?,4.3,0.9,?,4.5,?,?,4.8,68.7,?,0.0,0.2,?,0.1,?,60.8,?,85.2,14.3,?,?,0.1,?,14.0,?,9.2,?,1.5,?,?,?,0.0,?,?,?,5.0,3.2,?,?,12.1,85.8,86.2,?,10.1,?,0.1,?,?,0.1,?,?,?,?,36.2,?,?,?,?,53.3,?,?,0.2,1.8,1.4,28.2,1.1,69.9,?,1.0,?,?,29.6,62.9,7.3,?,0.8,?,?,?,52.4,5.0,?,40.2,50.0,?,4.8,2.3
1,52.6,43.5,3.9,?,50.0,41.7,3.8,4.4,?,?,0.1,?,?,?,0.8,?,0.7,6.3,?,?,?,0.1,?,?,1.4,1.2,0.0,?,1.1,0.1,56.5,0.1,?,?,?,?,0.1,?,?,?,?,9.0,?,?,4.9,10.0,?,?,21.0,?,6.0,?,10.8,?,?,68.3,?,3.9,?,?,21.8,14.1,?,3.6,?,?,0.0,0.1,0.1,?,?,?,20.1,88.6,10.8,0.1,?,?,?,?,8.9,?,?,?,0.7,?,?,0.1,?,3.7,?,26.7,7.3,66.0,?,?,?,?,?,?,?,0.7,?,0.1,0.1,?,?,?,65.1,30.6,?,1.5,?,?,?,?,49.5,?,5.1,2.4,?,3.9,70.6,?,?,5.3,16.6,45.7,?,?,?,0.7,?,?,?,43.5,3.9,?,?,?,3.8,4.4,2.5
2,?,?,?,?,65.3,28.6,2.2,3.9,2.9,0.9,?,4.3,0.5,28.8,?,0.6,?,?,48.9,0.1,?,?,26.0,0.4,?,?,?,?,?,0.2,?,0.1,0.6,14.9,48.7,12.5,?,?,?,?,?,9.8,3.6,3.8,4.1,?,?,25.4,21.0,?,?,68.2,24.8,?,?,?,?,?,0.6,0.2,48.7,?,0.7,1.6,?,10.3,0.0,?,0.1,?,47.7,43.3,?,94.0,?,0.0,0.2,?,?,62.6,21.6,?,0.9,?,?,0.2,?,0.1,37.4,8.8,28.6,?,13.7,25.6,27.6,52.2,20.2,23.3,0.6,3.5,?,?,45.0,?,?,0.7,0.4,?,75.8,?,2.1,0.7,1.4,0.4,62.6,17.8,72.6,?,?,?,56.3,?,?,?,?,?,?,?,?,?,2.9,0.7,?,100.0,68.2,29.6,?,?,65.3,28.6,?,?,2.9
?,37.0,57.0,?,96.2,?,55.1,?,?,1.8,?,?,10.1,?,?,0.6,?,?,0.8,?,?,?,0.2,60.9,?,8.5,?,0.0,23.3,?,?,?,0.2,?,12.3,12.0,0.5,?,2.0,39.3,?,?,?,?,?,?,?,12.7,18.4,?,25.7,?,?,?,3.3,11.6,?,?,?,0.5,0.2,?,6.1,?,8.3,74.9,5.2,0.1,0.5,0.1,?,?,?,29.1,78.7,?,?,0.2,0.2,?,12.9,0.7,?,1.2,?,1.2,0.0,0.0,?,?,0.4,86.7,?,2.7,?,2.2,?,88.4,84.9,1.2,?,?,0.2,?,?,?,0.1,0.1,?,40.0,?,8.1,2.6,5.5,?,?,?,29.3,?,?,?,?,?,?,11.2,0.8,0.5,27.0,?,55.9,8.9,?,?,0.4,100.0,?,57.0,?,96.2,35.3,55.1,5.8,?,1.8
?,47.4,?,?,?,45.3,?,?,?,2.1,1.6,?,?,1.3,54.1,?,0.4,1.2,2.5,?,0.3,?,0.2,47.7,0.3,6.3,3.7,?,?,1.5,?,?,0.1,?,?,23.7,6.7,0.1,1.8,?,?,14.6,?,?,?,4.9,?,?,?,20.0,?,5.4,85.9,10.1,?,?,?,12.2,2.9,?,0.2,18.1,?,0.9,6.2,?,11.4,0.0,0.3,?,0.3,?,?,23.8,?,14.1,?,0.2,0.1,0.3,?,2.2,25.5,?,?,?,?,?,0.1,?,?,?,24.4,?,?,?,?,66.3,69.5,?,7.2,1.4,0.7,19.3,0.1,?,0.2,?,93.3,49.7,?,6.5,?,4.3,?,?,13.3,?,?,?,2.2,34.3,?,63.8,20.6,3.6,4.6,21.1,?,?,?,?,?,0.5,?,?,?,4.9,96.2,?,46.0,4.8,3.8,2.1
?,67.0,30.1,?,?,64.2,?,2.8,?,2.7,1.1,0.1,?,?,25.6,?,0.4,?,5.6,55.8,0.4,?,?,23.0,0.4,2.2,?,0.1,67.6,?,0.2,20.6,?,?,?,?,18.3,?,?,32.3,30.9,17.6,?,3.6,?,4.0,9.4,?,24.2,?,?,?,69.8,?,?,?,?,12.4,?,0.7,?,44.8,12.7,1.0,2.3,15.3,22.9,0.0,0.0,0.3,0.6,49.6,36.4,14.0,95.8,?,?,0.1,?,?,?,?,57.5,0.9,0.7,?,0.4,?,0.1,?,?,28.0,61.2,11.6,?,?,61.2,?,?,?,?,2.8,?,?,0.1,?,?,?,96.3,?,28.4,?,?,2.1,?,?,21.2,?,6.2,9.5,?,?,?,?,38.2,8.7,?,?,?,21.3,?,5.2,1.3,?,100.0,?,?,2.9,96.1,64.2,29.1,2.8,?,2.7
?,35.4,60.0,?,93.3,32.7,56.2,?,?,2.7,?,?,5.0,?,?,?,?,?,0.5,?,?,0.7,?,68.2,?,1.8,?,?,26.9,0.6,0.1,?,0.1,0.4,?,?,0.6,0.0,2.1,?,33.0,?,?,?,?,6.4,?,?,22.5,18.7,19.6,2.5,?,1.2,?,?,?,11.0,1.7,?,0.1,?,4.3,0.5,5.2,?,?,?,0.2,0.1,?,7.3,?,26.7,81.7,?,?,?,?,0.4,?,?,8.0,?,?,2.9,?,0.0,0.0,?,?,84.7,?,2.1,94.8,2.1,?,89.0,?,?,2.5,0.0,?,1.5,?,1.5,?,0.1,?,?,56.2,7.4,3.3,4.0,0.1,?,?,?,?,?,0.7,21.0,?,?,10.2,0.9,0.3,24.6,?,65.3,4.7,?,0.4,0.1,?,35.4,60.0,?,?,32.7,?,?,6.7,2.7
